,Shape_type,Latitude,r_pl,l_pl,t_pl,V_pl,S_pl,V_T,Shape_factor,Density,time_length
47,film,13.7,5.2785899410721e-05,0.001997,0.00085047,6.160874850363592e-13,8.259266931853074e-08,6.160874850363592e-13,0.29977072310098163,910,500
48,fiber,13.7,6.547486988942418e-05,5.8e-05,0.0078472,1.1757433783485274e-12,1.1035928722773203e-07,1.1757433783485274e-12,0.6037783615770954,916,500
49,fiber,13.7,0.00013852027481761386,0.0008349999999999999,0.00366407,1.113342128131092e-11,3.9512622508518715e-07,1.113342128131092e-11,0.39634043335085195,948,500
50,film,13.7,6.704702746233123e-05,0.000614,0.00253826,1.2624878105659156e-12,2.0166667516574226e-07,1.2624878105659156e-12,0.1980704937503598,937,500
51,film,13.7,2.498295693256713e-05,0.009696999999999999,0.00040290000000000004,6.531608224307818e-14,1.8509243308870196e-08,6.531608224307818e-14,0.29963592383612886,898,500
52,film,13.7,0.0002457663831914866,0.012542999999999999,0.00018095,6.218076260446367e-11,1.0632912312797647e-06,6.218076260446367e-11,0.5047630900364908,950,500
53,film,13.7,4.420876751567987e-06,0.0061459999999999996,1.044e-05,3.6192104047796755e-16,2.8723597460461417e-10,3.6192104047796755e-16,0.6046065522279135,966,500
54,sphere,13.7,7.624567493954573e-06,0.010865999999999999,0.00721782,1.8566679856229976e-15,7.305337596244483e-10,1.8566679856229976e-15,0.8,985,500
55,fiber,13.7,1.4365855139804265e-05,3.9e-05,0.0022526300000000003,1.2418897935189694e-14,3.740787739709743e-09,1.2418897935189694e-14,0.7017826370171669,908,500
56,fiber,13.7,1.5808574751738602e-05,7.4e-05,0.00860267,1.65488096572291e-14,4.817402563972375e-09,1.65488096572291e-14,0.49529255746256934,857,500
57,film,13.7,4.416407362454523e-05,0.004501,0.0007191400000000001,3.6082447211571534e-13,5.8106583760700194e-08,3.6082447211571534e-13,0.29826876344618,908,500
58,film,13.7,0.00023535290891155513,0.011205,0.00385325,5.4606874611746745e-11,1.6544243210640253e-06,5.4606874611746745e-11,0.2975000898687517,866,500
59,film,13.7,0.0002114208999989955,0.010962,0.00822102,3.9585156023857806e-11,2.0318761360142143e-06,3.9585156023857806e-11,0.1954760123747425,897,500
60,film,13.7,5.172467422771072e-05,0.0091,0.00024694,5.796714373373534e-13,4.710711480859973e-08,5.796714373373534e-13,0.5046658163763381,942,500
61,sphere,13.7,4.494621402657709e-05,0.011326,0.0065034,3.8033645635962213e-13,2.5386106344889867e-08,3.8033645635962213e-13,0.8,874,500
62,sphere,13.7,8.375346025442513e-05,0.010782,0.00291596,2.4609165437253156e-12,8.814859241336095e-08,2.4609165437253156e-12,0.8,868,500
63,fiber,13.7,8.653980639917017e-05,0.00023999999999999998,0.00197228,2.714790790045842e-12,1.3573196022915217e-07,2.714790790045842e-12,0.695217057948498,888,500
64,sphere,13.7,7.688090893755885e-05,0.005092,8.395000000000001e-05,1.9034616747458744e-12,7.427572206352925e-08,1.9034616747458744e-12,0.9,882,500
65,film,13.7,3.93660494630416e-05,0.01018,0.00148451,2.5553718764449597e-13,6.938789102812216e-08,2.5553718764449597e-13,0.19845171028850614,942,500
66,film,13.7,1.557133274682411e-05,0.0050409999999999995,0.0002537,1.581488234324391e-14,7.225324572053851e-09,1.581488234324391e-14,0.2981872541499625,916,500
67,film,13.7,2.886185206565498e-05,0.007821999999999999,0.00014459,1.0070735699502721e-13,1.4920104573828605e-08,1.0070735699502721e-13,0.4961024728230931,964,500
68,fiber,13.7,0.0001391309564451556,0.001607,0.0007297,1.1281320076041048e-11,5.053819832101341e-07,1.1281320076041048e-11,0.2010144803161663,981,500
69,fiber,13.7,0.00016481629010577786,0.000588,0.00263167,1.8753788424153166e-11,4.998297017110646e-07,1.8753788424153166e-11,0.6049789540703245,973,500
70,film,13.7,1.0893882485241176e-05,0.004138,5.2000000000000004e-05,5.415476401523404e-15,2.089444097835283e-09,5.415476401523404e-15,0.5046955577675702,859,500
71,sphere,13.7,0.00010654809326175381,0.006482,0.00678696,5.066705429725015e-12,1.4265967436726747e-07,5.066705429725015e-12,0.9,983,500
72,fiber,13.7,5.283236381604454e-05,0.00041799999999999997,0.00732173,6.177158371692468e-13,6.287344639134864e-08,6.177158371692468e-13,0.30282463879988625,951,500
73,film,13.7,4.398979152868287e-05,0.003502,3.19e-05,3.565696056933093e-13,3.4311090285393634e-08,3.565696056933093e-13,0.501145869512211,912,500
74,fiber,13.7,0.00010096806814118578,0.0005949999999999999,0.00216199,4.311622700275733e-12,2.0853502919607702e-07,4.311622700275733e-12,0.4048195845038694,966,500
75,fiber,13.7,1.883343783410045e-06,2.2e-05,0.007721560000000001,2.7981914026962625e-17,9.304149641461924e-11,2.7981914026962625e-17,0.1984790623297199,854,500
76,film,13.7,2.074737836415273e-05,0.00797,9.966e-05,3.740918878619467e-14,7.595437867787723e-09,3.740918878619467e-14,0.5035800364923173,961,500
77,fiber,13.7,6.26478194300613e-05,0.000507,0.00978732,1.029927102833727e-12,8.91307189378588e-08,1.029927102833727e-12,0.2957937441243609,862,500
78,film,13.7,3.5832353125455816e-05,0.012163,4.52e-05,1.927145909407441e-13,1.8989597376636387e-08,1.927145909407441e-13,0.6007997844787951,961,500
79,film,13.7,6.215900239673963e-05,0.000762,4.415e-05,1.0060063373930923e-12,6.919713720942907e-08,1.0060063373930923e-12,0.49615207307350656,951,500
80,fiber,13.7,3.516981592120852e-05,0.000212,0.00229074,1.822211969222391e-13,2.5471068596111704e-08,1.822211969222391e-13,0.39634674477350823,964,500
81,film,13.7,0.00042178384782968337,0.00308,0.0003053,3.1431017662257415e-10,3.1571393891743404e-06,3.1431017662257415e-10,0.5007039280623193,952,500
82,fiber,13.7,5.000894382768966e-05,0.000179,0.00095091,5.238798044954334e-13,4.6034714395438373e-08,5.238798044954334e-13,0.6036894421178242,862,500
83,fiber,13.7,0.0002721874859716891,0.00214,0.00646619,8.446816745340967e-11,1.6650409386837362e-06,8.446816745340967e-11,0.3047998852032187,884,500
84,film,13.7,7.149195641409877e-05,0.008062999999999999,0.00062309,1.530594523436286e-12,1.1438676848415687e-07,1.530594523436286e-12,0.39703924744733415,905,500
85,film,13.7,0.00010469742781218549,0.009622,0.00091514,4.807249309466985e-12,2.456300751751557e-07,4.807249309466985e-12,0.3965384907676015,960,500
86,fiber,13.7,9.605608095468902e-06,5.8e-05,0.00671305,3.71247211459441e-15,1.900974330108177e-09,3.71247211459441e-15,0.3957151510713245,953,500
87,sphere,13.7,2.461710018506679e-06,0.008801999999999999,0.00279536,6.248838328863357e-17,7.615240968943236e-11,6.248838328863357e-17,0.8,920,500
88,sphere,13.7,0.00014773104796550937,0.004657,0.00684063,1.3505290960062099e-11,2.742542846487185e-07,1.3505290960062099e-11,0.9,922,500
89,sphere,13.7,2.673268459382403e-05,0.011346,6.843000000000001e-05,8.002327708037954e-14,8.980386178521e-09,8.002327708037954e-14,0.8,882,500
90,fiber,13.7,1.769403125651965e-05,0.000207,0.00544755,2.3204327141713512e-14,8.21756225943425e-09,2.3204327141713512e-14,0.1981446251097325,949,500
91,fiber,13.7,1.514660930001644e-05,7e-05,0.00357297,1.4555759748642533e-14,4.4100135614073174e-09,1.4555759748642533e-14,0.5004804573975155,991,500
92,film,13.7,0.00020232553862606354,0.009852,9.767e-05,3.4692909642989505e-11,9.167614360506741e-07,3.4692909642989505e-11,0.39677101679013915,995,500
93,fiber,13.7,6.335482356876668e-05,0.000503,0.00763144,1.0651914376472558e-12,9.052527423291333e-08,1.0651914376472558e-12,0.301734846842279,897,500
94,film,13.7,0.00011719974462191549,0.010256999999999999,0.00456224,6.743239819224034e-12,6.247240116130427e-07,6.743239819224034e-12,0.1953709544995766,970,500
95,film,13.7,2.361545311521159e-05,0.008801999999999999,0.00088985,5.516675744166058e-14,2.4961158480531606e-08,5.516675744166058e-14,0.19852842369880927,900,500
96,sphere,13.7,9.156658065809016e-05,0.002286,0.00028205,3.215878258752614e-12,1.0536196401482038e-07,3.215878258752614e-12,0.8,963,500
97,fiber,13.7,0.00012833545792978517,0.000588,0.00765743,8.853777487308195e-12,3.160046629609432e-07,8.853777487308195e-12,0.5039884691996963,984,500
98,sphere,13.7,4.4869981472615515e-05,0.008936999999999999,0.007835120000000001,3.784044891247766e-13,2.5300065436112538e-08,3.784044891247766e-13,0.8,852,500
99,film,13.7,5.9349289746831966e-05,0.001562,0.00215072,8.756593458275262e-13,1.5465259074678744e-07,8.756593458275262e-13,0.20238052510533625,909,500
100,film,13.7,4.167229147917465e-05,0.008565999999999999,0.00158281,3.031312816326831e-13,7.803182107131666e-08,3.031312816326831e-13,0.19775063559717934,878,500
101,fiber,13.7,0.00012175643030523664,0.00043999999999999996,0.00736057,7.56074045355487e-12,2.7319639511402264e-07,7.56074045355487e-12,0.5999270089940396,867,500
102,film,13.7,2.2538916446321788e-05,0.010933,0.00036041000000000003,4.7960942619460705e-14,1.500444015258833e-08,4.7960942619460705e-14,0.3008438499381342,862,500
103,fiber,13.7,1.8891135252453195e-05,0.000112,0.00605613,2.8239875744630795e-14,7.312989835801645e-09,2.8239875744630795e-14,0.4025468050082325,932,500
104,sphere,13.7,4.524861501356311e-05,0.012254,0.0017257400000000001,3.880650056971032e-13,2.5728854170284464e-08,3.880650056971032e-13,0.9,890,500
105,film,13.7,9.353222676057036e-05,0.009115,0.00012129,3.427460283450682e-12,1.287943697110534e-07,3.427460283450682e-12,0.603560119530832,867,500
106,fiber,13.7,0.0001391616387861152,0.0016439999999999998,0.00208671,1.1288785279831323e-11,5.103913599783849e-07,1.1288785279831323e-11,0.19597717757388602,898,500
107,fiber,13.7,1.2170362788581039e-05,3.2999999999999996e-05,0.0037068,7.550908062455434e-15,2.6848061018965754e-09,7.550908062455434e-15,0.7021467386954205,884,500
108,sphere,13.7,4.359370070087673e-05,0.004004,0.00231886,3.470242495923318e-13,2.388126568837176e-08,3.470242495923318e-13,0.9,990,500
109,sphere,13.7,2.127337700495537e-05,7.099999999999999e-05,0.00677449,4.032718609728139e-14,5.686993572466797e-09,4.032718609728139e-14,0.9,879,500
110,fiber,13.7,0.00023060906282978342,0.001387,0.0033726,5.137096475283239e-11,1.094391432459938e-06,5.137096475283239e-11,0.3971747080830537,852,500
111,sphere,13.7,0.0001316904973751797,0.001571,0.00097827,9.566474607960264e-12,2.1793086362273772e-07,9.566474607960264e-12,0.9,867,500
112,fiber,13.7,5.35317731458192e-05,0.000421,0.00294018,6.425745132041058e-13,6.44104798920091e-08,6.425745132041058e-13,0.3047093721346534,858,500
113,sphere,13.7,7.762074932348527e-05,0.007787,0.00085362,1.958944365746749e-12,7.571214074149795e-08,1.958944365746749e-12,0.9,946,500
114,sphere,13.7,9.600482307377303e-05,0.006513,0.0081419,3.706532086920845e-12,1.1582330871249976e-07,3.706532086920845e-12,0.8,950,500
115,fiber,13.7,2.856004117365367e-05,0.00016999999999999999,0.0088904,9.758096236856574e-14,1.673418566648991e-08,9.758096236856574e-14,0.4010535821308572,900,500
116,sphere,13.7,0.00012291206093035156,0.004006,0.00836993,7.778074733433255e-12,1.8984486976849377e-07,7.778074733433255e-12,0.9,890,500
117,fiber,13.7,0.00014887937775219008,0.00040899999999999997,0.00527402,1.3822679686828011e-11,4.017253245789985e-07,1.3822679686828011e-11,0.6981543385896646,934,500
118,sphere,13.7,1.9384141771618668e-05,0.0043089999999999995,0.00959055,3.0509025910429854e-14,4.7217503260989924e-09,3.0509025910429854e-14,0.9,896,500
119,fiber,13.7,3.747845741044121e-05,0.000175,0.00993943,2.205127631265222e-13,2.7061483650542415e-08,2.205127631265222e-13,0.49630268709911946,897,500
120,fiber,13.7,5.192043041912128e-05,0.0005909999999999999,0.00136283,5.862778163329665e-13,6.995382673653133e-08,5.862778163329665e-13,0.2043370137238278,900,500
121,fiber,13.7,4.7191094106539834e-06,1.3e-05,0.00193345,4.4021896512318356e-16,4.036224773423943e-10,4.4021896512318356e-16,0.6973041955178119,916,500
122,sphere,13.7,5.1621589881585605e-06,0.011587,0.00327825,5.762125827777725e-16,3.348672042644613e-10,5.762125827777725e-16,0.8,864,500
123,fiber,13.7,0.00015594619175620864,0.0009329999999999999,0.00727939,1.5885940450725027e-11,4.99677891074629e-07,1.5885940450725027e-11,0.3991445515849957,977,500
124,fiber,13.7,0.0001918578969978964,0.001511,0.0010301,2.9582007889271237e-11,8.277754386995723e-07,2.9582007889271237e-11,0.30426428187817073,907,500
125,film,13.7,0.00013150049738368998,0.004541,0.00507356,9.525127457854962e-12,7.830405520392237e-07,9.525127457854962e-12,0.1962299997628345,916,500
126,sphere,13.7,0.00013746691992970133,0.005007,0.00272587,1.0881360916415006e-11,2.3746864166258145e-07,1.0881360916415006e-11,0.8,923,500
127,sphere,13.7,1.4141163484579809e-05,0.0023179999999999997,0.0061396,1.18452447508634e-14,2.5129286067118898e-09,1.18452447508634e-14,0.9,950,500
128,fiber,13.7,8.17115083275502e-05,0.000484,0.00461327,2.2852740661632973e-12,1.367819348799273e-07,2.2852740661632973e-12,0.4028905659515641,865,500
129,sphere,13.7,1.4550252422180136e-05,0.000792,0.00436139,1.290328210215628e-14,2.6604243818794696e-09,1.290328210215628e-14,0.9,895,500
130,sphere,13.7,1.6269474075230698e-05,0.001122,0.00967202,1.8038862656421652e-14,3.326265355538089e-09,1.8038862656421652e-14,0.9,977,500
131,fiber,13.7,1.2917823259368302e-05,4.7e-05,0.00969009,9.029352836229649e-15,3.0777652246831335e-09,9.029352836229649e-15,0.597249007280354,951,500
132,sphere,13.7,3.940305196353178e-05,0.005542,0.00552578,2.5625844916003764e-13,1.951055334981737e-08,2.5625844916003764e-13,0.8,950,500
133,film,13.7,0.00012374446525057972,0.009708,8.773e-05,7.937175059056687e-12,2.744886629403558e-07,7.937175059056687e-12,0.4957035406645737,866,500
134,fiber,13.7,1.6681270536132957e-05,0.000194,0.00694713,1.9443569046364913e-14,7.285737353828347e-09,1.9443569046364913e-14,0.199469289371027,957,500
135,film,13.7,8.221483580285887e-05,0.009023,0.00040163,2.3277653039356494e-12,1.1998118738332403e-07,2.3277653039356494e-12,0.5005899175160544,897,500
136,film,13.7,1.954159214783379e-05,0.0026219999999999998,0.00016756,3.1258522331196484e-14,8.485968943996515e-09,3.1258522331196484e-14,0.3998649316111765,852,500
137,fiber,13.7,0.00012314801009892065,0.000576,0.00174204,7.822954516312278e-12,2.922847668251571e-07,7.822954516312278e-12,0.4956133946621951,992,500
138,sphere,13.7,4.377608038050361e-05,0.004023,0.0017522500000000001,3.513979541880342e-13,2.4081504177646868e-08,3.513979541880342e-13,0.8,921,500
139,film,13.7,7.259235569133225e-05,0.004242,0.00272054,1.6023643683160573e-12,2.352303917107599e-07,1.6023643683160573e-12,0.19905963995964837,948,500
140,film,13.7,9.851898778332429e-05,0.011836,0.00023672,4.005423417922007e-12,1.4299677406669362e-07,4.005423417922007e-12,0.6031266353836884,984,500
141,sphere,13.7,0.00015817241553530215,0.010822,0.0082519,1.657604245343794e-11,3.14391907033974e-07,1.657604245343794e-11,0.8,974,500
142,film,13.7,1.4238792292960958e-05,0.006549999999999999,3.6270000000000003e-05,1.2092276630647012e-14,3.014438940741344e-09,1.2092276630647012e-14,0.5976331571505954,878,500
143,film,13.7,0.00015283269351860657,0.005658,0.00567499,1.4953312546781836e-11,1.0379271236480212e-06,1.4953312546781836e-11,0.19996801668545325,916,500
144,film,13.7,6.827761096184294e-05,0.012952,0.00112075,1.3332867385479882e-12,1.3941098851159155e-07,1.3332867385479882e-12,0.2971354665709448,917,500
145,film,13.7,0.00015546046927255748,0.008882,0.0007748400000000001,1.5737963447530124e-11,4.320805231773672e-07,1.5737963447530124e-11,0.49701571950485013,925,500
146,fiber,13.7,9.707160778974017e-05,0.000453,0.00214089,3.831468663312252e-12,1.8151704967034234e-07,3.831468663312252e-12,0.4965363290376154,964,500
147,film,13.7,5.146791662736982e-05,0.002291,0.00012182,5.710818735364604e-13,3.894325023428272e-08,5.710818735364604e-13,0.6044158553939752,946,500
148,film,13.7,3.759979959249431e-05,0.005116,4.743e-05,2.2266153551382248e-13,2.090910189809739e-08,2.2266153551382248e-13,0.6008008623547593,898,500
149,fiber,13.7,0.00013826477703840853,6.1e-05,0.00869539,1.1071928747418622e-11,8.181539609223579e-07,1.1071928747418622e-11,0.2957300316648018,862,500
150,sphere,13.7,0.00016616483008803997,0.00232,0.00723914,1.9217900155273396e-11,3.4696692696807883e-07,1.9217900155273396e-11,0.8,998,500
151,sphere,13.7,0.0003197106778557002,0.011175,0.00620449,1.3688631525651057e-10,1.284470536060358e-06,1.3688631525651057e-10,0.8,976,500
152,sphere,13.7,4.988139295369117e-05,0.007909,0.00945201,5.198814573092531e-13,3.126705730482908e-08,5.198814573092531e-13,0.8,939,500
153,fiber,13.7,0.00012981078150459314,0.0005989999999999999,0.00181175,9.162645894759156e-12,3.238068863868707e-07,9.162645894759156e-12,0.501103409124298,932,500
154,fiber,13.7,1.1663154257056849e-05,4.2e-05,0.0056478100000000005,6.645637808330846e-15,2.505745962458049e-09,6.645637808330846e-15,0.6013118169227556,969,500
155,fiber,13.7,3.79080007329697e-05,0.000298,0.00775826,2.28181930634842e-13,3.2294518879252675e-08,2.28181930634842e-13,0.30484356191501694,943,500
156,fiber,13.7,9.907062703035705e-05,0.000457,0.00205741,4.073083790861317e-12,1.8859189824228083e-07,4.073083790861317e-12,0.5012387234468797,856,500
157,sphere,13.7,7.620559764156867e-05,0.006789,0.0017731000000000001,1.85374174237759e-12,7.297659751045938e-08,1.85374174237759e-12,0.8,859,500
158,fiber,13.7,6.0347971444507915e-05,0.00021999999999999998,0.00704359,9.206120132895425e-13,6.718763596652385e-08,9.206120132895425e-13,0.5964741004672146,971,500
159,sphere,13.7,0.00021462062522168175,0.009243,8.283e-05,4.1409785071626843e-11,5.788323237180208e-07,4.1409785071626843e-11,0.8,995,500
160,sphere,13.7,5.237082955059251e-05,0.011318,0.00643629,6.01668075939491e-13,3.4465832283117836e-08,6.01668075939491e-13,0.9,916,500
161,fiber,13.7,1.3814344963091766e-06,1.1e-05,0.00982673,1.1042807448131796e-17,4.308535161649802e-11,1.1042807448131796e-17,0.30081877566819665,974,500
162,sphere,13.7,6.740931940047373e-05,0.008867,0.00359913,1.283064343926173e-12,5.710179343171753e-08,1.283064343926173e-12,0.8,988,500
163,sphere,13.7,0.00011894828339642506,0.007732999999999999,0.00687853,7.049578419335254e-12,1.7779773405827375e-07,7.049578419335254e-12,0.9,898,500
164,fiber,13.7,0.00011542825756671555,0.000681,0.00778687,6.44206390826462e-12,2.726350149738563e-07,6.44206390826462e-12,0.40438472991484403,952,500
165,film,13.7,1.2128144393794825e-05,0.007071,0.00010419,7.472599146482346e-15,3.2713484991412093e-09,7.472599146482346e-15,0.3995367859846581,850,500
166,fiber,13.7,3.448494476221424e-05,9.3e-05,0.00096075,1.717818253872445e-13,2.1557328995225204e-08,1.717818253872445e-13,0.7037798326801203,902,500
167,fiber,13.7,0.00025352380709218304,0.00117,0.00015051,6.825663168822894e-11,1.2351312364986829e-06,6.825663168822894e-11,0.5010556890520153,934,500
168,fiber,13.7,8.167562356938103e-05,0.00066,0.00012213,2.282264557471562e-12,1.514133597290325e-07,2.282264557471562e-12,0.2962555102511023,993,500
169,sphere,13.7,2.3347594095585222e-05,0.004306,0.0056428500000000005,5.3310777005750683e-14,6.850056171204959e-09,5.3310777005750683e-14,0.8,926,500
170,sphere,13.7,0.00015946571603417327,0.012931999999999999,0.00651456,1.6985979325642428e-11,3.1955419161073514e-07,1.6985979325642428e-11,0.9,970,500
171,fiber,13.7,4.73009014539911e-05,0.00028,0.0021712100000000002,4.432991125979039e-13,4.5826958758045714e-08,4.432991125979039e-13,0.40312699921537737,879,500
172,fiber,13.7,0.00019280023796491342,0.000703,0.00346011,3.002004273146478e-11,6.857885456161462e-07,3.002004273146478e-11,0.596394204404166,956,500
173,fiber,13.7,7.160566814798754e-05,0.000848,0.00200093,1.537909620528327e-12,1.3527147325559578e-07,1.537909620528327e-12,0.1954352238269469,932,500
174,film,13.7,0.00014508571094165026,0.00029099999999999997,0.00550837,1.279270943820605e-11,9.456624385873995e-07,1.279270943820605e-11,0.19779167632120573,936,500
175,fiber,13.7,0.0003706246674460441,0.002216,0.0011858,2.132512435461518e-10,2.8218181932772826e-06,2.132512435461518e-10,0.399378049065378,873,500
176,sphere,13.7,8.875797597558116e-05,0.000821,0.00733796,2.9289420529028048e-12,9.89975950006546e-08,2.9289420529028048e-12,0.9,980,500
177,fiber,13.7,9.575376084151494e-05,0.000444,0.00047967,3.67752920632887e-12,1.763742480769245e-07,3.67752920632887e-12,0.4991308682984159,968,500
178,fiber,13.7,0.00018405303366930727,0.000668,0.00743448,2.611665485757506e-11,6.246092867887563e-07,2.611665485757506e-11,0.59822651073625,981,500
179,film,13.7,1.393381974807301e-05,0.010872999999999999,0.00053296,1.1331807114648198e-14,8.754202279121806e-09,1.1331807114648198e-14,0.19706915976792433,992,500
180,film,13.7,0.0001251976299870445,0.006294,0.0006179,8.220096809823876e-12,2.7924678319209325e-07,8.220096809823876e-12,0.49876836800367796,873,500
181,fiber,13.7,0.0001124493520564766,9.9e-05,0.00760098,5.956065721872083e-12,3.267291223827262e-07,5.956065721872083e-12,0.6010835603359344,936,500
182,film,13.7,0.00011253640492393772,0.007666,0.00181347,5.969909130107205e-12,3.754290298755344e-07,5.969909130107205e-12,0.2997457880464229,865,500
183,sphere,13.7,7.556095758438565e-06,0.008749,0.00818641,1.8070949348331254e-15,7.174716914413036e-10,1.8070949348331254e-15,0.8,922,500
184,sphere,13.7,0.00025764871700735065,0.012386999999999999,0.00952078,7.164280179810963e-11,8.341916384865872e-07,7.164280179810963e-11,0.9,926,500
185,sphere,13.7,0.0003583413066686509,0.007415,0.00570957,1.9274327243631797e-10,1.61362870131974e-06,1.9274327243631797e-10,0.8,970,500
186,fiber,13.7,5.331108992969383e-05,0.000194,0.00481337,6.346602438041861e-13,5.2420532735049275e-08,6.346602438041861e-13,0.5971801860708627,865,500
187,sphere,13.7,0.0003889795578339944,0.008236,0.00013675,2.4652952800706145e-10,1.9013559173637092e-06,2.4652952800706145e-10,0.9,872,500
188,film,13.7,0.0002589328472518839,0.001983,0.00031654000000000003,7.271936033244094e-11,9.97293005812319e-07,7.271936033244094e-11,0.5973740965631429,991,500
189,film,13.7,3.0020150126556884e-05,0.000416,0.00025333,1.1332538119471836e-13,1.9888484836318465e-08,1.1332538119471836e-13,0.40264182620617184,974,500
190,film,13.7,6.808242815615059e-05,0.009555,0.00059002,1.3218851343613722e-12,1.0348080631002508e-07,1.3218851343613722e-12,0.39802021965854695,915,500
191,film,13.7,4.871394646925954e-05,0.0025199999999999997,0.00011718,4.842264997828142e-13,3.496740908372223e-08,4.842264997828142e-13,0.6030287817418292,977,500
192,film,13.7,2.6286032987426052e-05,0.008367,1.932e-05,7.60788177326319e-14,1.217339630634573e-08,7.60788177326319e-14,0.5043513673538786,926,500
193,film,13.7,1.1179038467956845e-05,0.00109,5.54e-06,5.851968248779248e-15,2.7509032677363106e-09,5.851968248779248e-15,0.4036718343633003,968,500
194,fiber,13.7,4.312079537976619e-05,0.000116,0.00960911,3.358527419175558e-13,3.3707407595985656e-08,3.358527419175558e-13,0.7045248340740966,948,500
195,film,13.7,6.19948962689618e-05,0.011980999999999999,0.00100668,9.980594758358634e-13,1.1434730603151092e-07,9.980594758358634e-13,0.29866257436164634,954,500
196,sphere,13.7,4.824125201758546e-05,0.009842,0.00874645,4.702668019444395e-13,2.9244688867507783e-08,4.702668019444395e-13,0.9,880,500
197,sphere,13.7,0.0001952907993015287,0.009659,0.0076110100000000005,3.1198517538092275e-11,4.792624790774983e-07,3.1198517538092275e-11,0.9,937,500
198,film,13.7,0.00012444482400363616,0.0054859999999999996,0.00456766,8.072705751427067e-12,6.842435429556776e-07,8.072705751427067e-12,0.20111193014151613,963,500
199,sphere,13.7,2.3963883138279717e-05,0.00514,0.00792881,5.764480686674418e-14,7.216460688042185e-09,5.764480686674418e-14,0.8,898,500
200,film,13.7,0.00014966021365122592,0.011538999999999999,0.0007463400000000001,1.4041312077189947e-11,4.005189043406242e-07,1.4041312077189947e-11,0.49691781681521724,974,500
201,fiber,13.7,8.035837967871507e-05,9.2e-05,0.00062633,2.1736124995256986e-12,1.446339912375054e-07,2.1736124995256986e-12,0.7028654660606596,945,500
202,sphere,13.7,0.00010157720356993103,0.0006169999999999999,0.00327839,4.390129859090016e-12,1.2965891080278524e-07,4.390129859090016e-12,0.9,851,500
203,film,13.7,1.0544717750235298e-06,0.005967999999999999,1.647e-05,4.911266352000842e-18,3.247860357443422e-11,4.911266352000842e-18,0.3042057626967024,987,500
204,film,13.7,1.1714950818182465e-05,0.00035999999999999997,2.966e-05,6.73457227867579e-15,2.038447678628459e-09,6.73457227867579e-15,0.5982410867844576,871,500
205,fiber,13.7,2.43580980684999e-05,0.000145,0.0037391300000000002,6.053669866758672e-14,1.2172613550525133e-08,6.053669866758672e-14,0.40102380482501265,870,500
206,sphere,13.7,1.35978368368982e-05,0.010752999999999999,0.00455283,1.0531690465144756e-14,2.323536587062138e-09,1.0531690465144756e-14,0.8,939,500
207,film,13.7,4.361449079522785e-05,0.010350999999999999,0.00068224,3.475209801776794e-13,5.560259836014944e-08,3.475209801776794e-13,0.30399146613223627,890,500
208,fiber,13.7,6.630194465941848e-05,0.00039299999999999996,0.00951695,1.2208643411671168e-12,9.00749293631797e-08,1.2208643411671168e-12,0.40262774049524785,986,500
209,fiber,13.7,1.9556971793485344e-05,0.000158,0.009381200000000001,3.133238378257579e-14,8.680558219576667e-09,3.133238378257579e-14,0.29632369877612363,864,500
210,fiber,13.7,0.00011126498936312881,0.001317,0.008768660000000001,5.769845731146484e-12,3.265394642578893e-07,5.769845731146484e-12,0.19554756054388334,871,500
211,sphere,13.7,0.00010360760763594975,0.00549,0.0055229400000000005,4.658687145742423e-12,1.3489416227363846e-07,4.658687145742423e-12,0.8,893,500
212,film,13.7,2.020978169525635e-05,0.004783,0.00017286,3.457589862925693e-14,9.066448985357741e-09,3.457589862925693e-14,0.4002956665322774,913,500
213,fiber,13.7,8.141512432045287e-06,6.5e-05,0.00498684,2.2604967159935263e-15,1.4979325591151629e-09,2.2604967159935263e-15,0.2999966141795023,911,500
214,sphere,13.7,0.00013473022425260133,0.005476,0.00222944,1.0244333475047204e-11,2.2810769146736743e-07,1.0244333475047204e-11,0.8,898,500
215,film,13.7,0.0008401586457483616,0.002634,0.00016833,2.484119660282912e-09,3.1807180060925245e-05,2.484119660282912e-09,0.19719336613424768,995,500
216,film,13.7,1.5291393425493596e-05,0.000719,3.934e-05,1.4977171263753117e-14,3.48247506951274e-09,1.4977171263753117e-14,0.5966243504763052,868,500
217,sphere,13.7,8.440585311842596e-05,0.004099,0.00302243,2.518873171017928e-12,8.952719786448269e-08,2.518873171017928e-12,0.9,976,500
218,film,13.7,6.702232786583571e-05,0.004562,0.00253102,1.2610930528320022e-12,2.012713007067919e-07,1.2610930528320022e-12,0.1983133856327707,900,500
219,film,13.7,7.839636752879567e-06,0.005082,0.0001284,2.0182568262784457e-15,1.8360150239601906e-09,2.0182568262784457e-15,0.2974476321295058,960,500
220,film,13.7,1.5981191538578057e-05,0.010010999999999999,0.00060344,1.7096849129434957e-14,1.1442896370490228e-08,1.7096849129434957e-14,0.19832488659884098,934,500
221,fiber,13.7,0.00014000331717897352,0.000383,0.00961818,1.1494857365340045e-11,3.5526090861482234e-07,1.1494857365340045e-11,0.6994486662025833,938,500
222,sphere,13.7,0.000101199431343796,0.011836,0.00140799,4.341330263404893e-12,1.286962843295968e-07,4.341330263404893e-12,0.8,979,500
